Project Name,Package Name,Type Name,Design Smell,Cause of the Smell,
akto,com.akto.action,HomeAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action,TrafficAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.testing_issues,IssuesAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action.testing_issues,IssuesAction,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 44 public methods,
akto,com.akto.action.observe,InventoryAction,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: apiCollectionId; response; loggerMaker; subType; startTimestamp; endTimestamp; hostName; endpoints; listOfEndpointsInCollection; urls; sortKey; sortOrder; limit; skip; filters; filterOperators; sensitive; request; url; method,
akto,com.akto.action.observe,InventoryAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action.observe,InventoryAction,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 47 public methods,
akto,com.akto.action.observe,Utils,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DELTA_PERIOD_VALUE; LIMIT,
akto,com.akto.action.testing,LoginRecorderAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.testing,LoginRecorderAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action.testing,TestRolesAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action.testing,TestRolesAction.RolesConditionUtils,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: operator; predicates
akto,com.akto.action.testing,TestRolesAction.RolesConditionUtils,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.testing,WorkflowTestAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.testing,WorkflowTestAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action.testing,WorkflowTestAction,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 33 public methods,
akto,com.akto.action.testing,OtpTestDataAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.testing,OtpTestDataAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action.testing,AuthMechanismAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action.testing,AuthMechanismAction,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods,
akto,com.akto.action.testing,StartTestAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action.testing,StartTestAction,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 56 public methods,
akto,com.akto.action.testing,StartTestAction.CallSource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.action.testing,StartTestAction.CallSource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.testing,MarketplaceAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.testing,MarketplaceAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action.testing,MarketplaceAction,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 28 public methods,
akto,com.akto.utils.platform,MirroringStackDetails,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CREATE_MIRROR_SESSION_LAMBDA; AKTO_CONTEXT_ANALYZER_AUTO_SCALING_GROUP; AKTO_AUTO_SCALING_GROUP; TRAFFIC_MIRROR_TARGET; LB_TRAFFIC_MIRROR_FILTER; LAMBDA_LOG_GROUP; LAMBDA_BASIC_EXECUTION_ROLE; GET_AKTO_SETUP_DETAILS_LAMBDA_BASIC_EXECUTION_ROLE; AKTO_NLB; AKTO_CONTEXT_ANALYZER_UPDATE_LAMBDA; AKTO_DASHBOARD_UPDATE_LAMBDA; AKTO_RUNTIME_UPDATE_LAMBDA; AKTO_CONTEXT_ANALYSER_AUTO_SCALING_GROUP; AKTO_TRAFFIC_MIRRORING_AUTO_SCALING_GROUP; GET_AKTO_SETUP_DETAILS_LAMBDA; LAMBDA_VPC_ACCESS_ROLE; LAMBDA_SECURITY_GROUP_VPC; SAVE_COLLECTION_NAMES_LAMBDA; GET_VPC_DETAILS_LAMBDA_ROLE; GET_VPC_DETAILS_LAMBDA; AKTO_CONTEXT_ANALYZER_SECURITY_GROUP; AKTO_CONTEXT_ANALYZER_INSTANCE_REFRESH_HANDLER_LAMBDA; REFRESH_HANDLER_LAMBDA_BASIC_EXECUTION_ROLE; AKTO_SECURITY_GROUP; AKTO_TRAFFIC_MIRRORING_TARGET_GROUP; AKTO_KAFKA_TARGET_GROUP; DASHBOARD_INSTANCE_REFRESH_HANDLER_LAMBDA; TRAFFIC_MIRRORING_INSTANCE_REFRESH_HANDLER_LAMBDA; INSTANCE_REFRESH_HANDLER_LAMBDA_ROLE,
akto,com.akto.utils.platform,DashboardStackDetails,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: AKTO_DASHBOARD_STACK_NAME; AKTO_DASHBOARD_ROLE; AKTO_DASHBOARD_AUTO_SCALING_GROUP; AKTO_LB_DASHBOARD,
akto,com.akto.utils.cloud.stack,Stack.StackStatus,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.utils.cloud.stack,Stack.StackStatus,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.utils.cloud.stack.aws,AwsStack,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: loggerMaker; ACCEPTABLE_STACK_STATUSES; STACK_CREATION_TIMEOUT_MINS; STACK_CREATION_CAPABILITIES; CLOUD_FORMATION_ASYNC; CLOUD_FORMATION_SYNC; instance,
akto,com.akto.utils.cloud,CloudType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.filter,MetaInfoFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.filter,SecurityHeadersFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.filter,RateLimitFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.filter,InfraMetricsFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.filter,HttpMethodFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.filter,MongoConnectCheckFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.filter,AuthorizationFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.filter,GrowthToolsFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.filter,UserDetailsFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.filter,UserDetailsFilter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LOGIN_URI; API_URI,
akto,com.akto.action.growth_tools,PublicApiAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.growth_tools,PublicApiAction,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: request; response; sampleDataList; gson; sampleRequestString; sampleResponseString; PATH; TYPE; METHOD; REQUEST_PAYLOAD; REQUEST_HEADERS; RESPONSE_PAYLOAD; RESPONSE_HEADERS; AKTO_VXLAN_ID; STATUS; STATUS_CODE,
akto,com.akto.action.quick_start,QuickStartAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.quick_start,QuickStartAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action.quick_start,QuickStartAction,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods,
akto,com.akto.action.gpt.validators,ApiCollectionAllowedValidation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.gpt.result_fetchers,SimpleResultFetcherStrategy,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.gpt.result_fetchers,AsyncResultFetcherStrategy,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.gpt.handlers,GenerateRegex,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.gpt.handlers,SuggestTests,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.gpt.handlers,SuggestTests,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; AUTH_TOKEN; ACCESS_TOKEN; COOKIE; auth_token_value; access_token_value; cookie_value; resultFetcherStrategy,
akto,com.akto.action.gpt.handlers,ListSensitiveParameters,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.gpt.handlers,ListApisByType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.gpt.handlers,GenerateCurlForTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.gpt.handlers,GptQuery,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name
akto,com.akto.action.gpt.handlers,GroupApisByFunctionality,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.gpt.utils,HeadersUtils,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: AUTH_TOKEN; ACCESS_TOKEN; COOKIE; logger; gson,
akto,com.akto.action.gpt,GptConfigAction,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: apiCollectionId; currentState; DEFAULT_STATE; logger,
akto,com.akto.action.gpt,GptConfigAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action.gpt,GptAction,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; USER_EMAIL; type; meta; response,
akto,com.akto.action.gpt,GptAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action.gpt.data_extractors,ListApisEndpointNames,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.gpt.data_extractors.filters,FilterJunkEndpoints,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.user,UserInfoAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.user,UserInfoAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action.test_editor,SaveTestEditorAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action.test_editor,SaveTestEditorAction,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods,
akto,com.akto.action.misc,OtpAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.misc,OtpAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action.tpi,GoogleAuthAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action.tpi,GoogleAuthAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.testing_issues,TestingIssuesHandlerTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.testing,Main,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.testing,Main,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: loggerMaker; scheduler,
akto,com.akto.testing,NucleiExecutor,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: loggerMaker; attempts; metaData; dumpReqRegex; dumpRespRegex,
akto,com.akto.testing,NucleiExecutor,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: FuzzingTest; NucleiExecutor,
akto,com.akto.testing,NucleiExecutor.NucleiResult,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: attempts; metaData
akto,com.akto.testing,NucleiExecutor.NucleiResult,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.testing,NucleiExecutor.NucleiResult,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: attempts; metaData,
akto,com.akto.testing,NucleiExecutor.State,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.testing,NucleiExecutor.State,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.testing,HTTPClientHandler,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: trustAllCerts; trustAllSslContext; trustAllSslSocketFactory; clientWithoutFollowRedirect; clientWithFollowRedirect; instance,
akto,com.akto.testing,StatusCodeAnalyser,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: mapper; factory; result; defaultPayloadsMap; keySet; statusCodeKey; loggerMaker; MAX_COUNT,
akto,com.akto.testing,StatusCodeAnalyser,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: StatusCodeAnalyser; TestPlugin; Filter; FilterAction,
akto,com.akto.testing,StatusCodeAnalyser.StatusCodeIdentifier,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: keySet; statusCodeKey
akto,com.akto.testing,StatusCodeAnalyser.StatusCodeIdentifier,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.testing,StatusCodeAnalyser.StatusCodeIdentifier,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: keySet; statusCodeKey,
akto,com.akto.testing,TestExecutor,Feature Envy,The tool detected a instance of this smell because startWithLatch is more interested in members of the type: LoggerMaker,
akto,com.akto.testing,TestExecutor,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: loggerMaker; acceptableSizeInBytes,
akto,com.akto.rules,TestFuzzingTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: templatesFolder; utilsFolder; nucleiOutputFolder,
akto,com.akto.rules,TestPlugin,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: mapper; factory; loggerMaker; logger; gson; isPrivate; singleTypeInfos; statusCode; percentageMatch; testResponse; baseResponse; originalReqResp; vulnerable; confidence; singleTypeInfos; percentageMatch; rawApi; testResponse; testRequest; testError; testInfo; testResults; isVulnerable; singleTypeInfos; confidencePercentage; friends; enemies,
akto,com.akto.rules,TestPlugin,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: StatusCodeAnalyser; TestPlugin; Filter; FilterAction,
akto,com.akto.rules,TestPlugin.ContainsPrivateResourceResult,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: isPrivate; singleTypeInfos
akto,com.akto.rules,TestPlugin.ContainsPrivateResourceResult,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.rules,TestPlugin.ApiExecutionDetails,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: statusCode; percentageMatch; testResponse; baseResponse; originalReqResp
akto,com.akto.rules,TestPlugin.ApiExecutionDetails,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.rules,TestPlugin.ApiExecutionDetails,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: statusCode; percentageMatch; testResponse; baseResponse; originalReqResp,
akto,com.akto.rules,TestPlugin.ApiExecutionDetails,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: statusCode; percentageMatch; testResponse; baseResponse; originalReqResp,
akto,com.akto.rules,TestPlugin.ExecutorResult,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.rules,TestPlugin.ExecutorResult,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: vulnerable; confidence; singleTypeInfos; percentageMatch; rawApi; testResponse; testRequest; testError; testInfo,
akto,com.akto.rules,TestPlugin.Result,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: testResults; isVulnerable; singleTypeInfos; confidencePercentage
akto,com.akto.rules,TestPlugin.Result,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.rules,TestPlugin.Result,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: testResults; isVulnerable; singleTypeInfos; confidencePercentage,
akto,com.akto.rules,TestPlugin.TestRoleMatcher,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: friends; enemies
akto,com.akto.rules,TestPlugin.TestRoleMatcher,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.rules,FuzzingTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: testRunId; testRunResultSummaryId; origTemplatePath; tempTemplatePath; subcategory; testSourceConfigCategory; valuesMap; payloadLineLimit,
akto,com.akto.rules,FuzzingTest,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: FuzzingTest; NucleiExecutor,
akto,com.akto.testing.yaml_tests,SecurityTestTemplate,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 24 public methods,
akto,com.akto.test_editor.filter.data_operands_impl,ContainsAllFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.test_editor.filter.data_operands_impl,NotContainsEitherFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.test_editor.filter.data_operands_impl,EqFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.test_editor.filter.data_operands_impl,ContainsEitherFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.test_editor.filter.data_operands_impl,RegexFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.test_editor.filter.data_operands_impl,GreaterThanEqFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.test_editor.filter.data_operands_impl,NotContainsFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.test_editor.filter.data_operands_impl,DataOperandsImpl,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: ContainsAllFilter; NotContainsEitherFilter; EqFilter; ContainsEitherFilter; RegexFilter; GreaterThanEqFilter; NotContainsFilter; NeqFilter; ContainsJwt; GreaterThanFilter; LesserThanEqFilter; LesserThanFilter,
akto,com.akto.test_editor.filter.data_operands_impl,NeqFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.test_editor.filter.data_operands_impl,ContainsJwt,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.test_editor.filter.data_operands_impl,GreaterThanFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.test_editor.filter.data_operands_impl,LesserThanEqFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.test_editor.filter.data_operands_impl,LesserThanFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.test_editor.filter,FilterAction,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: filters,
akto,com.akto.test_editor.filter,FilterAction,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: StatusCodeAnalyser; TestPlugin; Filter; FilterAction,
akto,com.akto.test_editor.filter,FilterAction,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 44 public methods,
akto,com.akto.test_editor.filter,Filter,Feature Envy,The tool detected a instance of this smell because isEndpointValid is more interested in members of the type: FilterAction,
akto,com.akto.parsers,TrafficMetricsUpdateTest,Imperative Abstraction,The tool detected the smell in this class because it looks like that an operation is turned into a class. This class contains only the following public method: testSyncTrafficMetricsWithDB,
akto,com.akto.parsers,TestMergingNew,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods,
akto,com.akto.parsers,HttpCallParser,Feature Envy,The tool detected a instance of this smell because createCollectionBasedOnHostName is more interested in members of the type: LoggerMaker,
akto,com.akto.parsers,HttpCallParser,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: sync_threshold_count; sync_threshold_time; sync_count; last_synced; loggerMaker; apiCatalogSync; hostNameToIdMap; trafficMetricsMap; gson; numberOfSyncs; aggregatorMap,
akto,com.akto.parsers,HttpCallParser,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: APICatalogSync; HttpCallParser; RedactSampleData,
akto,com.akto.parsers,HttpCallParser,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods,
