Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
akto,com.akto.postman,Main,createVersion,10,1,2,74,0,com.akto.ApiRequest,com.akto.ApiRequest; com.akto.postman.Main
akto,com.akto.postman,Main,addSchema,20,2,3,88,0,com.akto.ApiRequest,com.akto.ApiRequest; com.akto.postman.Main
akto,com.akto.postman,Main,createApiWithSchema,16,3,3,112,0,com.akto.postman.Main,com.akto.postman.Main; com.akto.ApiRequest
akto,com.akto.postman,Main,fetchApiCollections,6,2,0,141,0,com.akto.ApiRequest,com.akto.ApiRequest; com.akto.postman.Main
akto,com.akto.postman,Main,fetchPostmanCollectionString,6,2,1,149,0,com.akto.ApiRequest,com.akto.ApiRequest; com.akto.postman.Main
akto,com.akto.postman,Main,fetchWorkspaces,6,2,0,157,0,com.akto.ApiRequest,com.akto.ApiRequest; com.akto.postman.Main
akto,com.akto.postman,Main,generateHeadersWithAuth,5,1,0,165,0,,
akto,com.akto.postman,Main,createWorkspace,11,1,0,171,0,com.akto.ApiRequest,com.akto.ApiRequest; com.akto.postman.Main
akto,com.akto.postman,Main,fetchOneApiFromWorkspace,8,1,1,184,0,com.akto.ApiRequest,com.akto.ApiRequest; com.akto.postman.Main
akto,com.akto.postman,Main,deleteWorkspace,5,1,1,196,0,com.akto.ApiRequest,com.akto.ApiRequest; com.akto.postman.Main
akto,com.akto.postman,Main,fetchWorkspace,4,1,1,202,0,com.akto.ApiRequest,com.akto.ApiRequest; com.akto.postman.Main
akto,com.akto.postman,Main,fetchCollection,4,1,1,207,0,com.akto.ApiRequest,com.akto.ApiRequest; com.akto.postman.Main
akto,com.akto.listener,TestFileTypes,testTypes,0,4,0,21,1,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.dto.CustomDataType; com.akto.dto.pii.PIISource; com.akto.listener.InitializerListener
akto,com.akto.listener,TestListener,test,22,1,0,22,1,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.dto.pii.PIISource; com.akto.listener.InitializerListener
akto,com.akto.listener,TestInitializerListener,generateSti,7,1,3,30,0,,
akto,com.akto.listener,TestInitializerListener,testChangesInfo,30,1,0,40,1,com.akto.dao.context.Context,com.akto.dao.context.Context; com.akto.listener.InitializerListener
akto,com.akto.listener,TestInitializerListener,testReadAndSaveBurpPluginVersion,6,1,0,78,1,com.akto.listener.InitializerListener,com.akto.listener.InitializerListener
akto,com.akto.listener,TestInitializerListener,deleteNullSubCategoryIssues,17,1,0,86,1,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.listener.InitializerListener
akto,com.akto.listener,TestInitializerListener,testSaveTestEditorYaml,8,1,0,113,1,com.akto.listener.InitializerListener,com.akto.listener.InitializerListener; com.akto.dao.MCollection
akto,com.akto.listener,TestFintechTypes,testTypes,0,12,0,22,1,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.dto.CustomDataType; com.akto.dto.pii.PIISource; com.akto.listener.InitializerListener
akto,com.akto.listener,InfraMetricsListener,contextInitialized,13,1,1,20,0,com.akto.log.LoggerMaker,com.akto.log.LoggerMaker
akto,com.akto.listener,InitializerListener,getDomain,11,3,0,102,0,,
akto,com.akto.listener,InitializerListener,setUpPiiCleanerScheduler,15,1,0,114,0,com.akto.listener.InitializerListener,com.akto.listener.InitializerListener; com.akto.DaoInit
akto,com.akto.listener,InitializerListener,run,10,1,0,116,0,com.akto.listener.InitializerListener,com.akto.listener.InitializerListener; com.akto.DaoInit
akto,com.akto.listener,InitializerListener,setUpPiiAndTestSourcesScheduler,21,1,0,130,0,com.akto.listener.InitializerListener,com.akto.listener.InitializerListener; com.akto.DaoInit
akto,com.akto.listener,InitializerListener,run,16,1,0,132,0,com.akto.listener.InitializerListener,com.akto.listener.InitializerListener; com.akto.DaoInit
akto,com.akto.listener,InitializerListener,editTestSourceConfig,45,8,0,151,0,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.dto.testing.sources.TestSourceConfig
akto,com.akto.listener,InitializerListener,findTestCategory,4,1,2,204,0,,
akto,com.akto.listener,InitializerListener,findTestSubcategory,4,1,1,209,0,,
akto,com.akto.listener,InitializerListener,executeTestSourcesFetch,52,10,0,214,0,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.dao.context.Context; com.akto.listener.InitializerListener; com.akto.dto.testing.sources.TestSourceConfig
akto,com.akto.listener,InitializerListener,executePiiCleaner,29,4,1,275,0,com.akto.log.LoggerMaker,com.akto.log.LoggerMaker; com.akto.listener.InitializerListener; com.akto.dto.SensitiveSampleData; com.akto.dao.MCollection; com.akto.dto.traffic.SampleData
akto,com.akto.listener,InitializerListener,bulkSensitiveInvalidate,22,4,2,320,0,com.akto.log.LoggerMaker,com.akto.log.LoggerMaker; com.akto.dao.MCollection
akto,com.akto.listener,InitializerListener,bulkSingleTypeInfoDelete,21,4,2,348,0,com.akto.log.LoggerMaker,com.akto.log.LoggerMaker; com.akto.dao.MCollection
akto,com.akto.listener,InitializerListener,extractJsonResponse,18,3,1,377,0,,
akto,com.akto.listener,InitializerListener,isSimilar,9,3,2,400,0,com.akto.listener.InitializerListener,com.akto.listener.InitializerListener; com.akto.util.JSONUtils
akto,com.akto.listener,InitializerListener,executePIISourceFetch,58,9,0,415,0,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.dto.pii.PIISource; com.akto.listener.InitializerListener; com.akto.log.LoggerMaker; com.akto.dto.type.SingleTypeInfo; com.akto.dto.pii.PIIType
akto,com.akto.listener,InitializerListener,getCustomDataTypeFromPiiType,9,1,3,482,0,com.akto.dto.pii.PIIType,com.akto.dto.pii.PIIType; com.akto.dto.pii.PIISource
akto,com.akto.listener,InitializerListener,setUpDailyScheduler,47,6,0,504,0,com.akto.listener.InitializerListener,com.akto.listener.InitializerListener; com.akto.dto.notifications.SlackWebhook; com.akto.dao.MCollection; com.akto.log.LoggerMaker; com.akto.dao.context.Context; com.akto.notifications.slack.DailyUpdate; com.akto.notifications.slack.TestSummaryGenerator
akto,com.akto.listener,InitializerListener,run,42,6,0,506,0,com.akto.listener.InitializerListener,com.akto.listener.InitializerListener; com.akto.dto.notifications.SlackWebhook; com.akto.dao.MCollection; com.akto.log.LoggerMaker; com.akto.dao.context.Context; com.akto.notifications.slack.DailyUpdate; com.akto.notifications.slack.TestSummaryGenerator
akto,com.akto.listener,InitializerListener,webhookSenderUtil,49,3,1,570,0,com.akto.dto.notifications.CustomWebhook,com.akto.dto.notifications.CustomWebhook; com.akto.listener.InitializerListener; com.akto.dto.OriginalHttpRequest; com.akto.testing.ApiWorkflowExecutor; com.akto.dao.MCollection; com.akto.log.LoggerMaker; com.akto.utils.RedactSampleData; com.akto.dao.context.Context; com.akto.testing.ApiExecutor
akto,com.akto.listener,InitializerListener,createBodyForWebhook,14,3,1,633,0,com.akto.dto.notifications.CustomWebhook,com.akto.dto.notifications.CustomWebhook
akto,com.akto.listener,InitializerListener,webhookSender,13,3,0,651,0,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.listener.InitializerListener
akto,com.akto.listener,InitializerListener,setUpWebhookScheduler,11,1,0,666,0,com.akto.listener.InitializerListener,com.akto.listener.InitializerListener; com.akto.DaoInit
akto,com.akto.listener,InitializerListener,run,6,1,0,668,0,com.akto.listener.InitializerListener,com.akto.listener.InitializerListener; com.akto.DaoInit
akto,com.akto.listener,InitializerListener,extractUrlFromBasicDbObject,45,7,4,701,0,com.akto.dto.ApiCollection,com.akto.dto.ApiCollection
akto,com.akto.listener,InitializerListener,getChangesInfo,91,14,5,754,0,com.akto.listener.InitializerListener,com.akto.listener.InitializerListener; com.akto.util.Pair; com.akto.dto.ApiCollection; com.akto.dto.type.SingleTypeInfo; com.akto.dao.context.Context; com.akto.dao.ApiCollectionsDao; com.akto.action.observe.InventoryAction; com.akto.log.LoggerMaker
akto,com.akto.listener,InitializerListener,dropFilterSampleDataCollection,6,2,1,860,0,com.akto.dto.BackwardCompatibility,com.akto.dto.BackwardCompatibility; com.akto.dao.context.Context; com.akto.dao.MCollection
akto,com.akto.listener,InitializerListener,dropAuthMechanismData,6,2,1,870,0,com.akto.dao.context.Context,com.akto.dao.context.Context; com.akto.dto.BackwardCompatibility; com.akto.dao.MCollection
akto,com.akto.listener,InitializerListener,dropWorkflowTestResultCollection,6,2,1,880,0,com.akto.dao.context.Context,com.akto.dao.context.Context; com.akto.dto.BackwardCompatibility; com.akto.dao.MCollection
akto,com.akto.listener,InitializerListener,resetSingleTypeInfoCount,6,2,1,890,0,com.akto.dao.context.Context,com.akto.dao.context.Context; com.akto.dto.BackwardCompatibility; com.akto.dao.SingleTypeInfoDao; com.akto.dao.MCollection
akto,com.akto.listener,InitializerListener,dropSampleDataIfEarlierNotDroped,6,3,1,901,0,com.akto.dto.AccountSettings,com.akto.dto.AccountSettings; com.akto.action.AdminSettingsAction
akto,com.akto.listener,InitializerListener,deleteAccessListFromApiToken,6,2,1,909,0,com.akto.dao.context.Context,com.akto.dao.context.Context; com.akto.dao.MCollection; com.akto.dto.BackwardCompatibility
akto,com.akto.listener,InitializerListener,deleteNullSubCategoryIssues,6,2,1,920,0,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.dao.context.Context; com.akto.dto.BackwardCompatibility
akto,com.akto.listener,InitializerListener,enableNewMerging,9,3,1,937,0,com.akto.dao.AccountSettingsDao,com.akto.dao.AccountSettingsDao; com.akto.dao.context.Context; com.akto.dto.BackwardCompatibility; com.akto.dao.MCollection
akto,com.akto.listener,InitializerListener,readyForNewTestingFramework,9,2,1,954,0,com.akto.dto.BackwardCompatibility,com.akto.dto.BackwardCompatibility; com.akto.dao.context.Context; com.akto.dao.MCollection
akto,com.akto.listener,InitializerListener,addAktoDataTypes,18,2,1,968,0,com.akto.dto.BackwardCompatibility,com.akto.dto.BackwardCompatibility; com.akto.dao.context.Context; com.akto.dao.MCollection
akto,com.akto.listener,InitializerListener,contextInitialized,35,3,1,991,0,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.utils.HttpUtils; com.akto.listener.InitializerListener; com.akto.DaoInit
akto,com.akto.listener,InitializerListener,run,26,3,0,1003,0,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.listener.InitializerListener; com.akto.DaoInit
akto,com.akto.listener,InitializerListener,runInitializerFunctions,69,5,0,1030,0,com.akto.dao.testing.TestRolesDao,com.akto.dao.testing.TestRolesDao; com.akto.dto.type.SingleTypeInfo; com.akto.dao.ApiInfoDao; com.akto.listener.InitializerListener; com.akto.dao.RuntimeLogsDao; com.akto.dao.loaders.LoadersDao; com.akto.log.LoggerMaker; com.akto.dao.traffic_metrics.TrafficMetricsDao; com.akto.dao.AccountSettingsDao; com.akto.dto.pii.PIISource; com.akto.dao.DashboardLogsDao; com.akto.dao.SingleTypeInfoDao; com.akto.dao.LogsDao; com.akto.dao.MCollection
akto,com.akto.listener,InitializerListener,readAndSaveBurpPluginVersion,18,4,0,1114,0,,
akto,com.akto.listener,InitializerListener,updateDeploymentStatus,23,3,1,1135,0,com.akto.log.LoggerMaker,com.akto.log.LoggerMaker; com.akto.dto.OriginalHttpResponse; com.akto.testing.ApiExecutor; com.akto.dto.OriginalHttpRequest; com.akto.dto.BackwardCompatibility; com.akto.listener.InitializerListener; com.akto.dao.MCollection
akto,com.akto.listener,InitializerListener,getUpdateDeploymentStatusUrl,4,1,0,1161,0,,
akto,com.akto.listener,InitializerListener,saveTestEditorYaml,33,3,0,1166,0,com.akto.dao.context.Context,com.akto.dao.context.Context; com.akto.listener.InitializerListener; com.akto.dto.test_editor.TestConfig; com.akto.dao.test_editor.TestConfigYamlParser; com.akto.log.LoggerMaker; com.akto.dao.MCollection
akto,com.akto.listener,InitializerListener,convertStreamToListString,10,2,1,1212,0,,
akto,com.akto.listener,InitializerListener,convertStreamToString,10,2,1,1224,0,,
akto,com.akto.listener,KafkaListener,contextInitialized,11,2,1,16,0,com.akto.log.LoggerMaker,com.akto.log.LoggerMaker
akto,com.akto.listener,AfterMongoConnectListener,runMainFunction,0,1,0,15,0,,
akto,com.akto.listener,AfterMongoConnectListener,retryAfter,0,1,0,16,0,,
akto,com.akto.listener,AfterMongoConnectListener,contextInitialized,38,5,1,17,0,com.akto.listener.AfterMongoConnectListener,com.akto.listener.AfterMongoConnectListener
akto,com.akto.listener,AfterMongoConnectListener,run,33,5,0,21,0,com.akto.listener.AfterMongoConnectListener,com.akto.listener.AfterMongoConnectListener
akto,com.akto.listener,RuntimeListener,runMainFunction,12,1,0,38,0,com.akto.listener.RuntimeListener,com.akto.listener.RuntimeListener; com.akto.runtime.Main; com.akto.log.LoggerMaker
akto,com.akto.listener,RuntimeListener,initialiseDemoCollections,52,3,0,52,0,com.akto.action.HarAction,com.akto.action.HarAction; com.akto.dao.MCollection; com.akto.log.LoggerMaker; com.akto.dao.AccountSettingsDao; com.akto.dao.context.Context; com.akto.listener.RuntimeListener; com.akto.action.UserAction; com.akto.dto.AccountSettings
akto,com.akto.listener,RuntimeListener,insertVulnerableRequestsForDemo,19,3,0,120,0,com.akto.dao.demo.VulnerableRequestForTemplateDao,com.akto.dao.demo.VulnerableRequestForTemplateDao; com.akto.log.LoggerMaker; com.akto.dto.ApiCollection; com.akto.dao.ApiCollectionsDao
akto,com.akto.listener,RuntimeListener,retryAfter,3,1,0,142,0,,
akto,com.akto.action.traffic_metrics,TestTrafficMetricsAction,testExecute,53,1,0,18,1,com.akto.dao.MCollection,com.akto.dao.MCollection
akto,com.akto.action.traffic_metrics,TestTrafficMetricsAction,validate,10,1,1,81,0,com.akto.action.traffic_metrics.TrafficMetricsAction,com.akto.action.traffic_metrics.TrafficMetricsAction
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,execute,73,14,0,29,0,com.akto.dao.MCollection,com.akto.dao.MCollection
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,fetchTrafficMetricsDesciptions,4,1,0,116,0,,
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,setStartTimestamp,3,1,1,121,0,,
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,setEndTimestamp,3,1,1,125,0,,
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,getNames,3,1,0,129,0,,
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,setNames,3,1,1,133,0,,
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,setGroupBy,3,1,1,137,0,,
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,getTrafficMetricsMap,3,1,0,141,0,,
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,setHost,3,1,1,146,0,,
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,setVxlanID,3,1,1,150,0,,
akto,com.akto.action,TestCustomDataTypeAction,main1,11,2,1,35,0,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.DaoInit
akto,com.akto.action,TestCustomDataTypeAction,generateCustomDataTypeAction,15,1,4,52,0,com.akto.action.CustomDataTypeAction,com.akto.action.CustomDataTypeAction; com.akto.action.UserAction
akto,com.akto.action,TestCustomDataTypeAction,testGenerateCustomDataTypeHappy,39,1,0,76,1,com.akto.dto.CustomDataType,com.akto.dto.CustomDataType; com.akto.action.CustomDataTypeAction; com.akto.dto.data_types.Conditions; com.akto.dao.MCollection
akto,com.akto.action,TestCustomDataTypeAction,testGenerateCustomDataTypeNewInvalidName,10,1,0,133,1,com.akto.action.CustomDataTypeAction,com.akto.action.CustomDataTypeAction
akto,com.akto.action,TestCustomDataTypeAction,testGenerateCustomDataTypeNewInvalidOperator,7,1,0,150,1,com.akto.action.CustomDataTypeAction,com.akto.action.CustomDataTypeAction
akto,com.akto.action,TestCustomDataTypeAction,testGenerateCustomDataTypeNewInvalidValueMap,7,1,0,164,1,com.akto.action.CustomDataTypeAction,com.akto.action.CustomDataTypeAction
akto,com.akto.action,TestCustomDataTypeAction,testFetchDataTypes,33,1,0,179,1,com.akto.dto.User,com.akto.dto.User; com.akto.action.CustomDataTypeAction; com.akto.dao.MCollection; com.akto.action.UserAction
akto,com.akto.action,TestCustomDataTypeAction,testToggleDataTypeActiveParam,17,1,0,224,1,com.akto.action.CustomDataTypeAction,com.akto.action.CustomDataTypeAction; com.akto.dao.MCollection; com.akto.action.UserAction; com.akto.dto.CustomDataType
akto,com.akto.action,TestExportSampleDataAction,curlEmptyRequestBodyGet,7,1,0,10,1,com.akto.action.ExportSampleDataAction,com.akto.action.ExportSampleDataAction
akto,com.akto.action,TestExportSampleDataAction,curlEmptyRequestBodyPost,7,1,0,19,1,com.akto.action.ExportSampleDataAction,com.akto.action.ExportSampleDataAction
akto,com.akto.action,TestCustomAuthTypeAction,testFetchCustomAuthTypes,11,1,0,20,1,com.akto.action.CustomAuthTypeAction,com.akto.action.CustomAuthTypeAction; com.akto.dao.MCollection
akto,com.akto.action,TestCustomAuthTypeAction,testAddCustomAuthType,16,1,0,35,1,com.akto.action.CustomAuthTypeAction,com.akto.action.CustomAuthTypeAction; com.akto.dao.MCollection; com.akto.action.UserAction; com.akto.dto.User
akto,com.akto.action,TestCustomAuthTypeAction,testUpdateCustomAuthType,19,1,0,56,1,com.akto.dto.User,com.akto.dto.User; com.akto.action.CustomAuthTypeAction; com.akto.dto.CustomAuthType; com.akto.dao.MCollection; com.akto.action.UserAction
akto,com.akto.action,TestCustomAuthTypeAction,testUpdateCustomAuthTypeStatus,17,1,0,81,1,com.akto.dto.User,com.akto.dto.User; com.akto.action.CustomAuthTypeAction; com.akto.dto.CustomAuthType; com.akto.dao.MCollection; com.akto.action.UserAction
akto,com.akto.action,TestWebhookAction,testFetchCustomWebhooks,17,1,0,24,1,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.action.WebhookAction; com.akto.action.UserAction; com.akto.dto.User
akto,com.akto.action,TestWebhookAction,testFetchLatestWebhookResult,18,1,0,46,1,com.akto.dto.notifications.CustomWebhookResult,com.akto.dto.notifications.CustomWebhookResult; com.akto.action.WebhookAction; com.akto.dao.MCollection; com.akto.action.UserAction; com.akto.dto.User
akto,com.akto.action,TestWebhookAction,testAddCustomWebhook,23,1,0,69,1,com.akto.action.WebhookAction,com.akto.action.WebhookAction; com.akto.dao.MCollection; com.akto.action.UserAction; com.akto.dto.User
akto,com.akto.action,TestWebhookAction,testUpdateCustomWebhook,24,1,0,97,1,com.akto.action.WebhookAction,com.akto.action.WebhookAction; com.akto.dto.notifications.CustomWebhook; com.akto.dao.MCollection; com.akto.action.UserAction; com.akto.dto.User
akto,com.akto.action,TestWebhookAction,testChangeStatus,15,1,0,126,1,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.action.UserAction; com.akto.action.WebhookAction; com.akto.dto.User
akto,com.akto.action,TestWebhookAction,testDeleteCustomWebhook,18,1,0,146,1,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.action.UserAction; com.akto.action.WebhookAction; com.akto.dto.User
akto,com.akto.action,TestWebhookAction,testValidURL,3,1,0,167,1,com.akto.utils.Utils,com.akto.utils.Utils
akto,com.akto.action,TestApiCollectionsAction,validate,11,2,1,18,0,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.dto.ApiCollection
akto,com.akto.action,TestApiCollectionsAction,testHappy,9,1,0,32,1,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.action.ApiCollectionsAction
akto,com.akto.action,TestApiCollectionsAction,testMaxSize,9,1,0,43,1,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.action.ApiCollectionsAction
akto,com.akto.action,TestApiCollectionsAction,testInvalidChars,9,1,0,54,1,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.action.ApiCollectionsAction
akto,com.akto.action,TestApiCollectionsAction,testUniqueCollectionName,12,1,0,65,1,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.action.ApiCollectionsAction
akto,com.akto.action,TestApiCollectionsAction,fetchAllCollections,38,5,0,80,1,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.action.ApiCollectionsAction; com.akto.dto.ApiCollection
akto,com.akto.action,TestIgnoreFalsePositivesAction,test,27,1,0,22,1,com.akto.dto.IgnoreData,com.akto.dto.IgnoreData; com.akto.dto.AktoDataType; com.akto.action.IgnoreFalsePositivesAction; com.akto.dao.MCollection
akto,com.akto.action,TestSignupAction,testValidatePassword,14,1,0,10,1,com.akto.action.SignupAction,com.akto.action.SignupAction
akto,com.akto.action,TestSwaggerData,generateServer,5,1,1,18,0,,
akto,com.akto.action,TestSwaggerData,generatePaths,21,6,1,24,0,,
akto,com.akto.action,TestSwaggerData,happy,41,3,0,45,1,com.akto.action.observe.InventoryAction,com.akto.action.observe.InventoryAction
akto,com.akto.action,TestSwaggerData,testRetrievePath,10,1,0,98,1,com.akto.action.observe.InventoryAction,com.akto.action.observe.InventoryAction
akto,com.akto.action,TestParamStateAction,buildSingleTypeInfo,9,1,4,22,0,com.akto.dto.type.SingleTypeInfo,com.akto.dto.type.SingleTypeInfo; com.akto.dao.SingleTypeInfoDao
akto,com.akto.action,TestParamStateAction,testFetchParamsStatus,15,1,0,38,1,com.akto.action.ParamStateAction,com.akto.action.ParamStateAction; com.akto.dao.MCollection
akto,com.akto.action,AccessTokenAction,execute,11,2,0,23,0,com.akto.action.AccessTokenAction,com.akto.action.AccessTokenAction; com.akto.utils.Token
akto,com.akto.action,AccessTokenAction,generateDeleteCookie,8,1,0,39,0,com.akto.utils.HttpUtils,com.akto.utils.HttpUtils
akto,com.akto.action,AccessTokenAction,generateAccessTokenFromServletRequest,38,8,1,48,0,com.akto.utils.Token,com.akto.utils.Token; com.akto.dto.User
akto,com.akto.action,AccessTokenAction,setServletResponse,3,1,1,96,0,,
akto,com.akto.action,AccessTokenAction,setServletRequest,3,1,1,102,0,,
akto,com.akto.action,ExportSampleDataAction,execute,3,1,0,28,0,,
akto,com.akto.action,ExportSampleDataAction,importInBurp,30,5,0,38,0,com.akto.dao.SampleDataDao,com.akto.dao.SampleDataDao; com.akto.action.ExportSampleDataAction; com.akto.dto.traffic.SampleData; com.akto.dto.ApiCollection; com.akto.dao.ApiCollectionsDao
akto,com.akto.action,ExportSampleDataAction,generateBurpRequest,9,2,0,83,0,com.akto.action.ExportSampleDataAction,com.akto.action.ExportSampleDataAction
akto,com.akto.action,ExportSampleDataAction,generateBurpRequestFromSampleData,28,2,1,95,0,com.akto.dto.OriginalHttpRequest,com.akto.dto.OriginalHttpRequest; com.akto.action.ExportSampleDataAction
akto,com.akto.action,ExportSampleDataAction,buildRequest,8,1,2,128,0,com.akto.dto.OriginalHttpRequest,com.akto.dto.OriginalHttpRequest; com.akto.action.ExportSampleDataAction
akto,com.akto.action,ExportSampleDataAction,generateBurpResponseFromSampleData,12,1,2,147,0,com.akto.dto.OriginalHttpResponse,com.akto.dto.OriginalHttpResponse; com.akto.action.ExportSampleDataAction; com.akto.dto.OriginalHttpRequest
akto,com.akto.action,ExportSampleDataAction,addHeadersBurp,10,3,2,170,0,,
akto,com.akto.action,ExportSampleDataAction,generateCurl,10,1,0,183,0,com.akto.action.ExportSampleDataAction,com.akto.action.ExportSampleDataAction
akto,com.akto.action,ExportSampleDataAction,getCurl,78,12,1,194,0,com.akto.dto.HttpResponseParams,com.akto.dto.HttpResponseParams; com.akto.dto.OriginalHttpRequest; com.akto.dto.HttpRequestParams; com.akto.parsers.HttpCallParser
akto,com.akto.action,ExportSampleDataAction,getCurlString,3,1,0,287,0,,
akto,com.akto.action,ExportSampleDataAction,setSampleData,3,1,1,291,0,,
akto,com.akto.action,ExportSampleDataAction,getBurpRequest,3,1,0,295,0,,
akto,com.akto.action,ExportSampleDataAction,setCollectionName,3,1,1,299,0,,
akto,com.akto.action,ExportSampleDataAction,getImportInBurpResult,3,1,0,303,0,,
akto,com.akto.action,ExportSampleDataAction,setLastUrlFetched,3,1,1,307,0,,
akto,com.akto.action,ExportSampleDataAction,setLastMethodFetched,3,1,1,311,0,,
akto,com.akto.action,ExportSampleDataAction,setLimit,3,1,1,315,0,,
akto,com.akto.action,ExportSampleDataAction,getLastUrlFetched,3,1,0,319,0,,
akto,com.akto.action,ExportSampleDataAction,getLastMethodFetched,3,1,0,323,0,,
akto,com.akto.action,BurpJarAction,execute,103,9,0,39,0,com.akto.dto.User,com.akto.dto.User; com.akto.action.ApiTokenAction; com.akto.log.LoggerMaker; com.akto.action.UserAction; com.akto.dao.MCollection; com.akto.dto.ApiToken; com.akto.dao.BurpPluginInfoDao
akto,com.akto.action,BurpJarAction,fetchBurpPluginInfo,4,1,0,166,0,com.akto.dto.User,com.akto.dto.User; com.akto.dao.BurpPluginInfoDao; com.akto.action.UserAction
akto,com.akto.action,BurpJarAction,sendHealthCheck,13,1,0,174,0,com.akto.dto.User,com.akto.dto.User; com.akto.dao.context.Context; com.akto.dao.BurpPluginInfoDao; com.akto.action.UserAction; com.akto.dao.MCollection
akto,com.akto.action,BurpJarAction,setServletResponse,3,1,1,197,0,,
akto,com.akto.action,BurpJarAction,setServletRequest,3,1,1,204,0,,
akto,com.akto.action,BurpJarAction,getBurpPluginInfo,3,1,0,209,0,,
akto,com.akto.action,BurpJarAction,setVersion,3,1,1,213,0,,
akto,com.akto.action,BurpJarAction,getLatestVersion,3,1,0,217,0,,
akto,com.akto.action,OnboardingAction,fetchTestSuites,4,1,0,20,0,,
akto,com.akto.action,OnboardingAction,skipOnboarding,4,1,0,25,0,com.akto.dao.AccountSettingsDao,com.akto.dao.AccountSettingsDao
akto,com.akto.action,OnboardingAction,runTestOnboarding,26,2,0,37,0,com.akto.action.testing.AuthMechanismAction,com.akto.action.testing.AuthMechanismAction; com.akto.action.testing.StartTestAction; com.akto.action.UserAction; com.akto.dao.AccountSettingsDao
akto,com.akto.action,OnboardingAction,setAuthParamData,3,1,1,70,0,,
akto,com.akto.action,OnboardingAction,setCollectionId,3,1,1,74,0,,
akto,com.akto.action,OnboardingAction,setTestSuite,3,1,1,78,0,,
akto,com.akto.action,OnboardingAction,getTestingRunHexId,3,1,0,82,0,,
akto,com.akto.action,OnboardingAction,getTestSuites,3,1,0,86,0,,
akto,com.akto.action,AdminSettingsAction,execute,4,1,0,20,0,com.akto.dao.AccountSettingsDao,com.akto.dao.AccountSettingsDao; com.akto.dao.MCollection
akto,com.akto.action,AdminSettingsAction,updateSetupType,4,1,0,29,0,com.akto.dao.AccountSettingsDao,com.akto.dao.AccountSettingsDao; com.akto.dao.MCollection
akto,com.akto.action,AdminSettingsAction,updateGlobalRateLimit,4,1,0,39,0,com.akto.dao.AccountSettingsDao,com.akto.dao.AccountSettingsDao; com.akto.dao.MCollection
akto,com.akto.action,AdminSettingsAction,toggleNewMergingEnabled,4,1,0,47,0,com.akto.dao.AccountSettingsDao,com.akto.dao.AccountSettingsDao; com.akto.dao.MCollection
akto,com.akto.action,AdminSettingsAction,updateMergeAsyncOutside,6,2,0,57,0,com.akto.dao.AccountSettingsDao,com.akto.dao.AccountSettingsDao; com.akto.dao.MCollection; com.akto.action.UserAction
akto,com.akto.action,AdminSettingsAction,toggleRedactFeature,17,4,0,71,0,com.akto.dao.AccountSettingsDao,com.akto.dao.AccountSettingsDao; com.akto.dao.RBACDao; com.akto.dao.MCollection; com.akto.action.AdminSettingsAction; com.akto.action.UserAction; com.akto.dto.User
akto,com.akto.action,AdminSettingsAction,run,3,1,0,94,0,com.akto.action.AdminSettingsAction,com.akto.action.AdminSettingsAction
akto,com.akto.action,AdminSettingsAction,dropCollectionsInitial,7,1,1,102,0,com.akto.dao.SingleTypeInfoDao,com.akto.dao.SingleTypeInfoDao; com.akto.dao.MCollection
akto,com.akto.action,AdminSettingsAction,dropCollections,4,1,1,110,0,com.akto.dao.AccountSettingsDao,com.akto.dao.AccountSettingsDao; com.akto.dao.MCollection; com.akto.action.AdminSettingsAction
