Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
akto,com.akto.dto,AccountSettings,setShowOnboarding,3,1,1,158,0,,
akto,com.akto.dto,AccountSettings,getUrlRegexMatchingEnabled,3,1,0,162,0,,
akto,com.akto.dto,AccountSettings,setUrlRegexMatchingEnabled,3,1,1,166,0,,
akto,com.akto.dto,ApiToken,Utility,3,1,1,30,0,,
akto,com.akto.dto,ApiToken,getAccessList,3,1,0,34,0,,
akto,com.akto.dto,ApiToken,ApiToken,2,1,0,39,0,,
akto,com.akto.dto,ApiToken,ApiToken,9,1,7,42,0,,
akto,com.akto.dto,ApiToken,getId,3,1,0,52,0,,
akto,com.akto.dto,ApiToken,setId,3,1,1,56,0,,
akto,com.akto.dto,ApiToken,getKey,3,1,0,60,0,,
akto,com.akto.dto,ApiToken,setKey,3,1,1,64,0,,
akto,com.akto.dto,ApiToken,getTimestamp,3,1,0,68,0,,
akto,com.akto.dto,ApiToken,setTimestamp,3,1,1,72,0,,
akto,com.akto.dto,ApiToken,getUsername,3,1,0,76,0,,
akto,com.akto.dto,ApiToken,setUsername,3,1,1,80,0,,
akto,com.akto.dto,ApiToken,getUtility,3,1,0,84,0,,
akto,com.akto.dto,ApiToken,setUtility,3,1,1,88,0,,
akto,com.akto.dto,ApiToken,getName,3,1,0,92,0,,
akto,com.akto.dto,ApiToken,setName,3,1,1,96,0,,
akto,com.akto.dto,ApiToken,getAccountId,3,1,0,100,0,,
akto,com.akto.dto,ApiToken,setAccountId,3,1,1,104,0,,
akto,com.akto.dto,TagConfig,TagConfig,2,1,0,26,0,,
akto,com.akto.dto,TagConfig,TagConfig,7,1,4,29,0,com.akto.dao.context.Context,com.akto.dao.context.Context
akto,com.akto.dto,TagConfig,getId,3,1,0,37,0,,
akto,com.akto.dto,TagConfig,setId,3,1,1,41,0,,
akto,com.akto.dto,TagConfig,getName,3,1,0,45,0,,
akto,com.akto.dto,TagConfig,setName,3,1,1,49,0,,
akto,com.akto.dto,TagConfig,getCreatorId,3,1,0,53,0,,
akto,com.akto.dto,TagConfig,setCreatorId,3,1,1,57,0,,
akto,com.akto.dto,TagConfig,getTimestamp,3,1,0,61,0,,
akto,com.akto.dto,TagConfig,setTimestamp,3,1,1,65,0,,
akto,com.akto.dto,TagConfig,isActive,3,1,0,69,0,,
akto,com.akto.dto,TagConfig,getActive,3,1,0,73,0,,
akto,com.akto.dto,TagConfig,setActive,3,1,1,77,0,,
akto,com.akto.dto,TagConfig,getKeyConditions,3,1,0,81,0,,
akto,com.akto.dto,TagConfig,setKeyConditions,3,1,1,85,0,,
akto,com.akto.dto,TagConfig,toString,3,1,0,89,0,com.akto.dto.TagConfig,com.akto.dto.TagConfig
akto,com.akto.dto,OTPMessage,OTPMessage,6,1,4,10,0,,
akto,com.akto.dto,OTPMessage,OTPMessage,2,1,0,17,0,,
akto,com.akto.dto,OTPMessage,getId,3,1,0,19,0,,
akto,com.akto.dto,OTPMessage,setId,3,1,1,23,0,,
akto,com.akto.dto,OTPMessage,getFrom,3,1,0,27,0,,
akto,com.akto.dto,OTPMessage,setFrom,3,1,1,31,0,,
akto,com.akto.dto,OTPMessage,getMessage,3,1,0,35,0,,
akto,com.akto.dto,OTPMessage,setMessage,3,1,1,39,0,,
akto,com.akto.dto,OTPMessage,getTimestamp,3,1,0,43,0,,
akto,com.akto.dto,OTPMessage,setTimestamp,3,1,1,47,0,,
akto,com.akto.dto,BackwardCompatibility,BackwardCompatibility,14,1,12,41,0,,
